"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"2017"	"2017"	"Alaska"	"02"	"Other and unspecified narcotics"	"T40.6"	27	739795	3.6
	"2017"	"2017"	"Arizona"	"04"	"Heroin"	"T40.1"	346	7016270	4.9
	"2017"	"2017"	"Arizona"	"04"	"Other opioids"	"T40.2"	375	7016270	5.3
	"2017"	"2017"	"Arizona"	"04"	"Methadone"	"T40.3"	84	7016270	1.2
	"2017"	"2017"	"Arizona"	"04"	"Other synthetic narcotics"	"T40.4"	271	7016270	3.9
	"2017"	"2017"	"Arizona"	"04"	"Cocaine"	"T40.5"	143	7016270	2.0
	"2017"	"2017"	"Arizona"	"04"	"Other and unspecified narcotics"	"T40.6"	56	7016270	0.8
	"2017"	"2017"	"Arizona"	"04"	"Cannabis (derivatives)"	"T40.7"	13	7016270	Unreliable
	"2017"	"2017"	"Arkansas"	"05"	"Heroin"	"T40.1"	15	3004279	Unreliable
	"2017"	"2017"	"Arkansas"	"05"	"Other opioids"	"T40.2"	122	3004279	4.1
	"2017"	"2017"	"Arkansas"	"05"	"Methadone"	"T40.3"	20	3004279	0.7
	"2017"	"2017"	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	72	3004279	2.4
	"2017"	"2017"	"Arkansas"	"05"	"Cocaine"	"T40.5"	27	3004279	0.9
	"2017"	"2017"	"Arkansas"	"05"	"Other and unspecified narcotics"	"T40.6"	18	3004279	Unreliable
	"2017"	"2017"	"Arkansas"	"05"	"Cannabis (derivatives)"	"T40.7"	19	3004279	Unreliable
	"2017"	"2017"	"California"	"06"	"Heroin"	"T40.1"	739	39536653	1.9
	"2017"	"2017"	"California"	"06"	"Other opioids"	"T40.2"	1045	39536653	2.6
	"2017"	"2017"	"California"	"06"	"Methadone"	"T40.3"	277	39536653	0.7
	"2017"	"2017"	"California"	"06"	"Other synthetic narcotics"	"T40.4"	554	39536653	1.4
	"2017"	"2017"	"California"	"06"	"Cocaine"	"T40.5"	514	39536653	1.3
	"2017"	"2017"	"California"	"06"	"Other and unspecified narcotics"	"T40.6"	181	39536653	0.5
	"2017"	"2017"	"California"	"06"	"Cannabis (derivatives)"	"T40.7"	69	39536653	0.2
	"2017"	"2017"	"Colorado"	"08"	"Heroin"	"T40.1"	229	5607154	4.1
	"2017"	"2017"	"Colorado"	"08"	"Other opioids"	"T40.2"	264	5607154	4.7
	"2017"	"2017"	"Colorado"	"08"	"Methadone"	"T40.3"	60	5607154	1.1
	"2017"	"2017"	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	117	5607154	2.1
	"2017"	"2017"	"Colorado"	"08"	"Cocaine"	"T40.5"	109	5607154	1.9
	"2017"	"2017"	"Colorado"	"08"	"Other and unspecified narcotics"	"T40.6"	31	5607154	0.6
	"2017"	"2017"	"Colorado"	"08"	"Cannabis (derivatives)"	"T40.7"	25	5607154	0.4
	"2017"	"2017"	"Connecticut"	"09"	"Heroin"	"T40.1"	428	3588184	11.9
	"2017"	"2017"	"Connecticut"	"09"	"Other opioids"	"T40.2"	194	3588184	5.4
	"2017"	"2017"	"Connecticut"	"09"	"Methadone"	"T40.3"	95	3588184	2.6
	"2017"	"2017"	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	690	3588184	19.2
	"2017"	"2017"	"Connecticut"	"09"	"Cocaine"	"T40.5"	295	3588184	8.2
	"2017"	"2017"	"Connecticut"	"09"	"Other and unspecified narcotics"	"T40.6"	11	3588184	Unreliable
	"2017"	"2017"	"Delaware"	"10"	"Heroin"	"T40.1"	122	961939	12.7
	"2017"	"2017"	"Delaware"	"10"	"Other opioids"	"T40.2"	67	961939	7.0
	"2017"	"2017"	"Delaware"	"10"	"Methadone"	"T40.3"	15	961939	Unreliable
	"2017"	"2017"	"Delaware"	"10"	"Other synthetic narcotics"	"T40.4"	181	961939	18.8
	"2017"	"2017"	"Delaware"	"10"	"Cocaine"	"T40.5"	112	961939	11.6
	"2017"	"2017"	"Delaware"	"10"	"Other and unspecified narcotics"	"T40.6"	24	961939	2.5
	"2017"	"2017"	"District of Columbia"	"11"	"Heroin"	"T40.1"	128	693972	18.4
	"2017"	"2017"	"District of Columbia"	"11"	"Other opioids"	"T40.2"	39	693972	5.6
	"2017"	"2017"	"District of Columbia"	"11"	"Methadone"	"T40.3"	24	693972	3.5
	"2017"	"2017"	"District of Columbia"	"11"	"Other synthetic narcotics"	"T40.4"	184	693972	26.5
	"2017"	"2017"	"District of Columbia"	"11"	"Cocaine"	"T40.5"	127	693972	18.3
	"2017"	"2017"	"Florida"	"12"	"Heroin"	"T40.1"	713	20984400	3.4
	"2017"	"2017"	"Florida"	"12"	"Other opioids"	"T40.2"	1169	20984400	5.6
	"2017"	"2017"	"Florida"	"12"	"Methadone"	"T40.3"	184	20984400	0.9
	"2017"	"2017"	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	2146	20984400	10.2
	"2017"	"2017"	"Florida"	"12"	"Cocaine"	"T40.5"	1413	20984400	6.7
	"2017"	"2017"	"Florida"	"12"	"Other and unspecified narcotics"	"T40.6"	80	20984400	0.4
	"2017"	"2017"	"Florida"	"12"	"Cannabis (derivatives)"	"T40.7"	58	20984400	0.3
	"2017"	"2017"	"Georgia"	"13"	"Heroin"	"T40.1"	265	10429379	2.5
	"2017"	"2017"	"Georgia"	"13"	"Other opioids"	"T40.2"	538	10429379	5.2
	"2017"	"2017"	"Georgia"	"13"	"Methadone"	"T40.3"	87	10429379	0.8
	"2017"	"2017"	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	429	10429379	4.1
	"2017"	"2017"	"Georgia"	"13"	"Cocaine"	"T40.5"	281	10429379	2.7
	"2017"	"2017"	"Georgia"	"13"	"Other and unspecified narcotics"	"T40.6"	35	10429379	0.3
	"2017"	"2017"	"Hawaii"	"15"	"Heroin"	"T40.1"	10	1427538	Unreliable
	"2017"	"2017"	"Hawaii"	"15"	"Other opioids"	"T40.2"	35	1427538	2.5
	"2017"	"2017"	"Hawaii"	"15"	"Cocaine"	"T40.5"	11	1427538	Unreliable
	"2017"	"2017"	"Idaho"	"16"	"Heroin"	"T40.1"	23	1716943	1.3
	"2017"	"2017"	"Idaho"	"16"	"Other opioids"	"T40.2"	59	1716943	3.4
	"2017"	"2017"	"Idaho"	"16"	"Methadone"	"T40.3"	14	1716943	Unreliable
	"2017"	"2017"	"Idaho"	"16"	"Other synthetic narcotics"	"T40.4"	24	1716943	1.4
	"2017"	"2017"	"Illinois"	"17"	"Heroin"	"T40.1"	1203	12802023	9.4
	"2017"	"2017"	"Illinois"	"17"	"Other opioids"	"T40.2"	513	12802023	4.0
	"2017"	"2017"	"Illinois"	"17"	"Methadone"	"T40.3"	161	12802023	1.3
	"2017"	"2017"	"Illinois"	"17"	"Other synthetic narcotics"	"T40.4"	1272	12802023	9.9
	"2017"	"2017"	"Illinois"	"17"	"Cocaine"	"T40.5"	795	12802023	6.2
	"2017"	"2017"	"Illinois"	"17"	"Other and unspecified narcotics"	"T40.6"	76	12802023	0.6
	"2017"	"2017"	"Illinois"	"17"	"Cannabis (derivatives)"	"T40.7"	22	12802023	0.2
	"2017"	"2017"	"Indiana"	"18"	"Heroin"	"T40.1"	331	6666818	5.0
	"2017"	"2017"	"Indiana"	"18"	"Other opioids"	"T40.2"	403	6666818	6.0
	"2017"	"2017"	"Indiana"	"18"	"Methadone"	"T40.3"	51	6666818	0.8
	"2017"	"2017"	"Indiana"	"18"	"Other synthetic narcotics"	"T40.4"	667	6666818	10.0
	"2017"	"2017"	"Indiana"	"18"	"Cocaine"	"T40.5"	265	6666818	4.0
	"2017"	"2017"	"Indiana"	"18"	"Other and unspecified narcotics"	"T40.6"	140	6666818	2.1
	"2017"	"2017"	"Indiana"	"18"	"Cannabis (derivatives)"	"T40.7"	83	6666818	1.2
	"2017"	"2017"	"Iowa"	"19"	"Heroin"	"T40.1"	62	3145711	2.0
	"2017"	"2017"	"Iowa"	"19"	"Other opioids"	"T40.2"	98	3145711	3.1
	"2017"	"2017"	"Iowa"	"19"	"Methadone"	"T40.3"	17	3145711	Unreliable
	"2017"	"2017"	"Iowa"	"19"	"Other synthetic narcotics"	"T40.4"	95	3145711	3.0
	"2017"	"2017"	"Iowa"	"19"	"Cocaine"	"T40.5"	19	3145711	Unreliable
	"2017"	"2017"	"Iowa"	"19"	"Other and unspecified narcotics"	"T40.6"	14	3145711	Unreliable
	"2017"	"2017"	"Iowa"	"19"	"Cannabis (derivatives)"	"T40.7"	16	3145711	Unreliable
	"2017"	"2017"	"Kansas"	"20"	"Heroin"	"T40.1"	25	2913123	0.9
	"2017"	"2017"	"Kansas"	"20"	"Other opioids"	"T40.2"	84	2913123	2.9
	"2017"	"2017"	"Kansas"	"20"	"Methadone"	"T40.3"	20	2913123	0.7
	"2017"	"2017"	"Kansas"	"20"	"Other synthetic narcotics"	"T40.4"	34	2913123	1.2
	"2017"	"2017"	"Kansas"	"20"	"Cocaine"	"T40.5"	30	2913123	1.0
	"2017"	"2017"	"Kansas"	"20"	"Cannabis (derivatives)"	"T40.7"	12	2913123	Unreliable
	"2017"	"2017"	"Kentucky"	"21"	"Heroin"	"T40.1"	275	4454189	6.2
	"2017"	"2017"	"Kentucky"	"21"	"Other opioids"	"T40.2"	410	4454189	9.2
	"2017"	"2017"	"Kentucky"	"21"	"Methadone"	"T40.3"	53	4454189	1.2
	"2017"	"2017"	"Kentucky"	"21"	"Other synthetic narcotics"	"T40.4"	799	4454189	17.9
	"2017"	"2017"	"Kentucky"	"21"	"Cocaine"	"T40.5"	194	4454189	4.4
	"2017"	"2017"	"Kentucky"	"21"	"Other and unspecified narcotics"	"T40.6"	69	4454189	1.5
	"2017"	"2017"	"Kentucky"	"21"	"Cannabis (derivatives)"	"T40.7"	34	4454189	0.8
	"2017"	"2017"	"Louisiana"	"22"	"Heroin"	"T40.1"	169	4684333	3.6
	"2017"	"2017"	"Louisiana"	"22"	"Other opioids"	"T40.2"	170	4684333	3.6
	"2017"	"2017"	"Louisiana"	"22"	"Methadone"	"T40.3"	12	4684333	Unreliable
	"2017"	"2017"	"Louisiana"	"22"	"Other synthetic narcotics"	"T40.4"	162	4684333	3.5
	"2017"	"2017"	"Louisiana"	"22"	"Cocaine"	"T40.5"	164	4684333	3.5
	"2017"	"2017"	"Louisiana"	"22"	"Other and unspecified narcotics"	"T40.6"	32	4684333	0.7
	"2017"	"2017"	"Louisiana"	"22"	"Cannabis (derivatives)"	"T40.7"	35	4684333	0.7
	"2017"	"2017"	"Maine"	"23"	"Heroin"	"T40.1"	77	1335907	5.8
	"2017"	"2017"	"Maine"	"23"	"Other opioids"	"T40.2"	75	1335907	5.6
	"2017"	"2017"	"Maine"	"23"	"Methadone"	"T40.3"	30	1335907	2.2
	"2017"	"2017"	"Maine"	"23"	"Other synthetic narcotics"	"T40.4"	282	1335907	21.1
	"2017"	"2017"	"Maine"	"23"	"Cocaine"	"T40.5"	96	1335907	7.2
	"2017"	"2017"	"Maryland"	"24"	"Heroin"	"T40.1"	529	6052177	8.7
	"2017"	"2017"	"Maryland"	"24"	"Other opioids"	"T40.2"	532	6052177	8.8
	"2017"	"2017"	"Maryland"	"24"	"Methadone"	"T40.3"	244	6052177	4.0
	"2017"	"2017"	"Maryland"	"24"	"Other synthetic narcotics"	"T40.4"	1561	6052177	25.8
	"2017"	"2017"	"Maryland"	"24"	"Cocaine"	"T40.5"	541	6052177	8.9
	"2017"	"2017"	"Maryland"	"24"	"Other and unspecified narcotics"	"T40.6"	193	6052177	3.2
	"2017"	"2017"	"Massachusetts"	"25"	"Heroin"	"T40.1"	471	6859819	6.9
	"2017"	"2017"	"Massachusetts"	"25"	"Other opioids"	"T40.2"	261	6859819	3.8
	"2017"	"2017"	"Massachusetts"	"25"	"Methadone"	"T40.3"	84	6859819	1.2
	"2017"	"2017"	"Massachusetts"	"25"	"Other synthetic narcotics"	"T40.4"	1662	6859819	24.2
	"2017"	"2017"	"Massachusetts"	"25"	"Cocaine"	"T40.5"	700	6859819	10.2
	"2017"	"2017"	"Massachusetts"	"25"	"Other and unspecified narcotics"	"T40.6"	237	6859819	3.5
	"2017"	"2017"	"Michigan"	"26"	"Heroin"	"T40.1"	786	9962311	7.9
	"2017"	"2017"	"Michigan"	"26"	"Other opioids"	"T40.2"	535	9962311	5.4
	"2017"	"2017"	"Michigan"	"26"	"Methadone"	"T40.3"	152	9962311	1.5
	"2017"	"2017"	"Michigan"	"26"	"Other synthetic narcotics"	"T40.4"	1385	9962311	13.9
	"2017"	"2017"	"Michigan"	"26"	"Cocaine"	"T40.5"	662	9962311	6.6
	"2017"	"2017"	"Michigan"	"26"	"Other and unspecified narcotics"	"T40.6"	53	9962311	0.5
	"2017"	"2017"	"Minnesota"	"27"	"Heroin"	"T40.1"	111	5576606	2.0
	"2017"	"2017"	"Minnesota"	"27"	"Other opioids"	"T40.2"	158	5576606	2.8
	"2017"	"2017"	"Minnesota"	"27"	"Methadone"	"T40.3"	52	5576606	0.9
	"2017"	"2017"	"Minnesota"	"27"	"Other synthetic narcotics"	"T40.4"	188	5576606	3.4
	"2017"	"2017"	"Minnesota"	"27"	"Cocaine"	"T40.5"	69	5576606	1.2
	"2017"	"2017"	"Minnesota"	"27"	"Other and unspecified narcotics"	"T40.6"	23	5576606	0.4
	"2017"	"2017"	"Mississippi"	"28"	"Heroin"	"T40.1"	34	2984100	1.1
	"2017"	"2017"	"Mississippi"	"28"	"Other opioids"	"T40.2"	93	2984100	3.1
	"2017"	"2017"	"Mississippi"	"28"	"Methadone"	"T40.3"	10	2984100	Unreliable
	"2017"	"2017"	"Mississippi"	"28"	"Other synthetic narcotics"	"T40.4"	82	2984100	2.7
	"2017"	"2017"	"Mississippi"	"28"	"Cocaine"	"T40.5"	42	2984100	1.4
	"2017"	"2017"	"Mississippi"	"28"	"Other and unspecified narcotics"	"T40.6"	20	2984100	0.7
	"2017"	"2017"	"Mississippi"	"28"	"Cannabis (derivatives)"	"T40.7"	10	2984100	Unreliable
	"2017"	"2017"	"Missouri"	"29"	"Heroin"	"T40.1"	304	6113532	5.0
	"2017"	"2017"	"Missouri"	"29"	"Other opioids"	"T40.2"	245	6113532	4.0
	"2017"	"2017"	"Missouri"	"29"	"Methadone"	"T40.3"	36	6113532	0.6
	"2017"	"2017"	"Missouri"	"29"	"Other synthetic narcotics"	"T40.4"	628	6113532	10.3
	"2017"	"2017"	"Missouri"	"29"	"Cocaine"	"T40.5"	165	6113532	2.7
	"2017"	"2017"	"Missouri"	"29"	"Other and unspecified narcotics"	"T40.6"	34	6113532	0.6
	"2017"	"2017"	"Missouri"	"29"	"Cannabis (derivatives)"	"T40.7"	10	6113532	Unreliable
	"2017"	"2017"	"Montana"	"30"	"Other opioids"	"T40.2"	22	1050493	2.1
	"2017"	"2017"	"Nebraska"	"31"	"Other opioids"	"T40.2"	34	1920076	1.8
	"2017"	"2017"	"Nebraska"	"31"	"Other synthetic narcotics"	"T40.4"	25	1920076	1.3
	"2017"	"2017"	"Nevada"	"32"	"Heroin"	"T40.1"	98	2998039	3.3
	"2017"	"2017"	"Nevada"	"32"	"Other opioids"	"T40.2"	262	2998039	8.7
	"2017"	"2017"	"Nevada"	"32"	"Methadone"	"T40.3"	55	2998039	1.8
	"2017"	"2017"	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	71	2998039	2.4
	"2017"	"2017"	"Nevada"	"32"	"Cocaine"	"T40.5"	56	2998039	1.9
	"2017"	"2017"	"Nevada"	"32"	"Other and unspecified narcotics"	"T40.6"	21	2998039	0.7
	"2017"	"2017"	"New Hampshire"	"33"	"Heroin"	"T40.1"	28	1342795	2.1
	"2017"	"2017"	"New Hampshire"	"33"	"Other opioids"	"T40.2"	55	1342795	4.1
	"2017"	"2017"	"New Hampshire"	"33"	"Methadone"	"T40.3"	15	1342795	Unreliable
	"2017"	"2017"	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	378	1342795	28.2
	"2017"	"2017"	"New Hampshire"	"33"	"Cocaine"	"T40.5"	54	1342795	4.0
	"2017"	"2017"	"New Jersey"	"34"	"Heroin"	"T40.1"	1101	9005644	12.2
	"2017"	"2017"	"New Jersey"	"34"	"Other opioids"	"T40.2"	437	9005644	4.9
	"2017"	"2017"	"New Jersey"	"34"	"Methadone"	"T40.3"	86	9005644	1.0
	"2017"	"2017"	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	1390	9005644	15.4
	"2017"	"2017"	"New Jersey"	"34"	"Cocaine"	"T40.5"	583	9005644	6.5
	"2017"	"2017"	"New Jersey"	"34"	"Other and unspecified narcotics"	"T40.6"	110	9005644	1.2
	"2017"	"2017"	"New Mexico"	"35"	"Heroin"	"T40.1"	146	2088070	7.0
	"2017"	"2017"	"New Mexico"	"35"	"Other opioids"	"T40.2"	162	2088070	7.8
	"2017"	"2017"	"New Mexico"	"35"	"Methadone"	"T40.3"	36	2088070	1.7
	"2017"	"2017"	"New Mexico"	"35"	"Other synthetic narcotics"	"T40.4"	76	2088070	3.6
	"2017"	"2017"	"New Mexico"	"35"	"Cocaine"	"T40.5"	66	2088070	3.2
	"2017"	"2017"	"New Mexico"	"35"	"Other and unspecified narcotics"	"T40.6"	11	2088070	Unreliable
	"2017"	"2017"	"New York"	"36"	"Heroin"	"T40.1"	1373	19849399	6.9
	"2017"	"2017"	"New York"	"36"	"Other opioids"	"T40.2"	860	19849399	4.3
	"2017"	"2017"	"New York"	"36"	"Methadone"	"T40.3"	291	19849399	1.5
	"2017"	"2017"	"New York"	"36"	"Other synthetic narcotics"	"T40.4"	2261	19849399	11.4
	"2017"	"2017"	"New York"	"36"	"Cocaine"	"T40.5"	1385	19849399	7.0
	"2017"	"2017"	"New York"	"36"	"Other and unspecified narcotics"	"T40.6"	117	19849399	0.6
	"2017"	"2017"	"New York"	"36"	"Cannabis (derivatives)"	"T40.7"	20	19849399	0.1
	"2017"	"2017"	"North Carolina"	"37"	"Heroin"	"T40.1"	539	10273419	5.2
	"2017"	"2017"	"North Carolina"	"37"	"Other opioids"	"T40.2"	583	10273419	5.7
	"2017"	"2017"	"North Carolina"	"37"	"Methadone"	"T40.3"	105	10273419	1.0
	"2017"	"2017"	"North Carolina"	"37"	"Other synthetic narcotics"	"T40.4"	1291	10273419	12.6
	"2017"	"2017"	"North Carolina"	"37"	"Cocaine"	"T40.5"	749	10273419	7.3
	"2017"	"2017"	"North Carolina"	"37"	"Other and unspecified narcotics"	"T40.6"	52	10273419	0.5
	"2017"	"2017"	"North Dakota"	"38"	"Other opioids"	"T40.2"	19	755393	Unreliable
	"2017"	"2017"	"North Dakota"	"38"	"Other synthetic narcotics"	"T40.4"	12	755393	Unreliable
	"2017"	"2017"	"Ohio"	"39"	"Heroin"	"T40.1"	1021	11658609	8.8
	"2017"	"2017"	"Ohio"	"39"	"Other opioids"	"T40.2"	887	11658609	7.6
	"2017"	"2017"	"Ohio"	"39"	"Methadone"	"T40.3"	111	11658609	1.0
	"2017"	"2017"	"Ohio"	"39"	"Other synthetic narcotics"	"T40.4"	3572	11658609	30.6
	"2017"	"2017"	"Ohio"	"39"	"Cocaine"	"T40.5"	1630	11658609	14.0
	"2017"	"2017"	"Ohio"	"39"	"Other and unspecified narcotics"	"T40.6"	134	11658609	1.1
	"2017"	"2017"	"Ohio"	"39"	"Cannabis (derivatives)"	"T40.7"	130	11658609	1.1
	"2017"	"2017"	"Oklahoma"	"40"	"Heroin"	"T40.1"	62	3930864	1.6
	"2017"	"2017"	"Oklahoma"	"40"	"Other opioids"	"T40.2"	235	3930864	6.0
	"2017"	"2017"	"Oklahoma"	"40"	"Methadone"	"T40.3"	31	3930864	0.8
	"2017"	"2017"	"Oklahoma"	"40"	"Other synthetic narcotics"	"T40.4"	104	3930864	2.6
	"2017"	"2017"	"Oklahoma"	"40"	"Cocaine"	"T40.5"	47	3930864	1.2
	"2017"	"2017"	"Oklahoma"	"40"	"Other and unspecified narcotics"	"T40.6"	11	3930864	Unreliable
	"2017"	"2017"	"Oregon"	"41"	"Heroin"	"T40.1"	125	4142776	3.0
	"2017"	"2017"	"Oregon"	"41"	"Other opioids"	"T40.2"	130	4142776	3.1
	"2017"	"2017"	"Oregon"	"41"	"Methadone"	"T40.3"	38	4142776	0.9
	"2017"	"2017"	"Oregon"	"41"	"Other synthetic narcotics"	"T40.4"	88	4142776	2.1
	"2017"	"2017"	"Oregon"	"41"	"Cocaine"	"T40.5"	40	4142776	1.0
	"2017"	"2017"	"Oregon"	"41"	"Other and unspecified narcotics"	"T40.6"	35	4142776	0.8
	"2017"	"2017"	"Pennsylvania"	"42"	"Heroin"	"T40.1"	821	12805537	6.4
	"2017"	"2017"	"Pennsylvania"	"42"	"Other opioids"	"T40.2"	581	12805537	4.5
	"2017"	"2017"	"Pennsylvania"	"42"	"Methadone"	"T40.3"	67	12805537	0.5
	"2017"	"2017"	"Pennsylvania"	"42"	"Other synthetic narcotics"	"T40.4"	1993	12805537	15.6
	"2017"	"2017"	"Pennsylvania"	"42"	"Cocaine"	"T40.5"	756	12805537	5.9
	"2017"	"2017"	"Pennsylvania"	"42"	"Other and unspecified narcotics"	"T40.6"	90	12805537	0.7
	"2017"	"2017"	"Pennsylvania"	"42"	"Cannabis (derivatives)"	"T40.7"	20	12805537	0.2
	"2017"	"2017"	"Rhode Island"	"44"	"Heroin"	"T40.1"	14	1059639	Unreliable
	"2017"	"2017"	"Rhode Island"	"44"	"Other opioids"	"T40.2"	75	1059639	7.1
	"2017"	"2017"	"Rhode Island"	"44"	"Methadone"	"T40.3"	30	1059639	2.8
	"2017"	"2017"	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	204	1059639	19.3
	"2017"	"2017"	"Rhode Island"	"44"	"Cocaine"	"T40.5"	116	1059639	10.9
	"2017"	"2017"	"Rhode Island"	"44"	"Other and unspecified narcotics"	"T40.6"	30	1059639	2.8
	"2017"	"2017"	"South Carolina"	"45"	"Heroin"	"T40.1"	154	5024369	3.1
	"2017"	"2017"	"South Carolina"	"45"	"Other opioids"	"T40.2"	326	5024369	6.5
	"2017"	"2017"	"South Carolina"	"45"	"Methadone"	"T40.3"	47	5024369	0.9
	"2017"	"2017"	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	409	5024369	8.1
	"2017"	"2017"	"South Carolina"	"45"	"Cocaine"	"T40.5"	248	5024369	4.9
	"2017"	"2017"	"South Carolina"	"45"	"Other and unspecified narcotics"	"T40.6"	33	5024369	0.7
	"2017"	"2017"	"South Carolina"	"45"	"Cannabis (derivatives)"	"T40.7"	45	5024369	0.9
	"2017"	"2017"	"South Dakota"	"46"	"Other opioids"	"T40.2"	14	869666	Unreliable
	"2017"	"2017"	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	14	869666	Unreliable
	"2017"	"2017"	"Tennessee"	"47"	"Heroin"	"T40.1"	312	6715984	4.6
	"2017"	"2017"	"Tennessee"	"47"	"Other opioids"	"T40.2"	606	6715984	9.0
	"2017"	"2017"	"Tennessee"	"47"	"Methadone"	"T40.3"	70	6715984	1.0
	"2017"	"2017"	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	602	6715984	9.0
	"2017"	"2017"	"Tennessee"	"47"	"Cocaine"	"T40.5"	334	6715984	5.0
	"2017"	"2017"	"Tennessee"	"47"	"Other and unspecified narcotics"	"T40.6"	58	6715984	0.9
	"2017"	"2017"	"Tennessee"	"47"	"Cannabis (derivatives)"	"T40.7"	16	6715984	Unreliable
	"2017"	"2017"	"Texas"	"48"	"Heroin"	"T40.1"	579	28304596	2.0
	"2017"	"2017"	"Texas"	"48"	"Other opioids"	"T40.2"	572	28304596	2.0
	"2017"	"2017"	"Texas"	"48"	"Methadone"	"T40.3"	139	28304596	0.5
	"2017"	"2017"	"Texas"	"48"	"Other synthetic narcotics"	"T40.4"	362	28304596	1.3
	"2017"	"2017"	"Texas"	"48"	"Cocaine"	"T40.5"	836	28304596	3.0
	"2017"	"2017"	"Texas"	"48"	"Other and unspecified narcotics"	"T40.6"	103	28304596	0.4
	"2017"	"2017"	"Texas"	"48"	"Cannabis (derivatives)"	"T40.7"	77	28304596	0.3
	"2017"	"2017"	"Utah"	"49"	"Heroin"	"T40.1"	148	3101833	4.8
	"2017"	"2017"	"Utah"	"49"	"Other opioids"	"T40.2"	298	3101833	9.6
	"2017"	"2017"	"Utah"	"49"	"Methadone"	"T40.3"	49	3101833	1.6
	"2017"	"2017"	"Utah"	"49"	"Other synthetic narcotics"	"T40.4"	96	3101833	3.1
	"2017"	"2017"	"Utah"	"49"	"Cocaine"	"T40.5"	47	3101833	1.5
	"2017"	"2017"	"Vermont"	"50"	"Heroin"	"T40.1"	41	623657	6.6
	"2017"	"2017"	"Vermont"	"50"	"Other opioids"	"T40.2"	31	623657	5.0
	"2017"	"2017"	"Vermont"	"50"	"Methadone"	"T40.3"	14	623657	Unreliable
	"2017"	"2017"	"Vermont"	"50"	"Other synthetic narcotics"	"T40.4"	79	623657	12.7
	"2017"	"2017"	"Vermont"	"50"	"Cocaine"	"T40.5"	38	623657	6.1
	"2017"	"2017"	"Virginia"	"51"	"Heroin"	"T40.1"	557	8470020	6.6
	"2017"	"2017"	"Virginia"	"51"	"Other opioids"	"T40.2"	338	8470020	4.0
	"2017"	"2017"	"Virginia"	"51"	"Methadone"	"T40.3"	83	8470020	1.0
	"2017"	"2017"	"Virginia"	"51"	"Other synthetic narcotics"	"T40.4"	831	8470020	9.8
	"2017"	"2017"	"Virginia"	"51"	"Cocaine"	"T40.5"	362	8470020	4.3
	"2017"	"2017"	"Virginia"	"51"	"Other and unspecified narcotics"	"T40.6"	39	8470020	0.5
	"2017"	"2017"	"Washington"	"53"	"Heroin"	"T40.1"	315	7405743	4.3
	"2017"	"2017"	"Washington"	"53"	"Other opioids"	"T40.2"	258	7405743	3.5
	"2017"	"2017"	"Washington"	"53"	"Methadone"	"T40.3"	123	7405743	1.7
	"2017"	"2017"	"Washington"	"53"	"Other synthetic narcotics"	"T40.4"	144	7405743	1.9
	"2017"	"2017"	"Washington"	"53"	"Cocaine"	"T40.5"	119	7405743	1.6
	"2017"	"2017"	"Washington"	"53"	"Other and unspecified narcotics"	"T40.6"	197	7405743	2.7
	"2017"	"2017"	"Washington"	"53"	"Cannabis (derivatives)"	"T40.7"	12	7405743	Unreliable
	"2017"	"2017"	"West Virginia"	"54"	"Heroin"	"T40.1"	245	1815857	13.5
	"2017"	"2017"	"West Virginia"	"54"	"Other opioids"	"T40.2"	291	1815857	16.0
	"2017"	"2017"	"West Virginia"	"54"	"Methadone"	"T40.3"	37	1815857	2.0
	"2017"	"2017"	"West Virginia"	"54"	"Other synthetic narcotics"	"T40.4"	635	1815857	35.0
	"2017"	"2017"	"West Virginia"	"54"	"Cocaine"	"T40.5"	198	1815857	10.9
	"2017"	"2017"	"West Virginia"	"54"	"Other and unspecified narcotics"	"T40.6"	11	1815857	Unreliable
	"2017"	"2017"	"West Virginia"	"54"	"Cannabis (derivatives)"	"T40.7"	22	1815857	1.2
	"2017"	"2017"	"Wisconsin"	"55"	"Heroin"	"T40.1"	420	5795483	7.2
	"2017"	"2017"	"Wisconsin"	"55"	"Other opioids"	"T40.2"	323	5795483	5.6
	"2017"	"2017"	"Wisconsin"	"55"	"Methadone"	"T40.3"	61	5795483	1.1
	"2017"	"2017"	"Wisconsin"	"55"	"Other synthetic narcotics"	"T40.4"	473	5795483	8.2
	"2017"	"2017"	"Wisconsin"	"55"	"Cocaine"	"T40.5"	273	5795483	4.7
	"2017"	"2017"	"Wisconsin"	"55"	"Other and unspecified narcotics"	"T40.6"	25	5795483	0.4
